Name,"Continent(1=N.America, 2=S.America, 3=Europe, 4=Africa, 4=Asia, 6=Oceania)",Zone,Area,Population(in millions),Language,religion,bars,stripes,colours,red,green,blue,gold,white,black,orange,mainhue,circles,crosses,saltires,quarters,sunstars,crescent,triangle,icon,animate,text,topleft,botright,FILENAME
Ireland,3,4,70,3,1,0,3,0,3,0,1,0,0,1,0,1,white,0,0,0,0,0,0,0,0,0,0,green,orange,AF.svg
Bolivia,2,3,1099,6,2,0,0,3,3,1,1,0,1,0,0,0,red,0,0,0,0,0,0,0,0,0,0,red,green,AL.svg
Chile,2,3,757,11,2,0,0,2,3,1,0,1,0,1,0,0,red,0,0,0,1,1,0,0,0,0,0,blue,red,DZ.svg
Colombia,2,4,1139,28,2,0,0,3,3,1,0,1,1,0,0,0,gold,0,0,0,0,0,0,0,0,0,0,gold,red,AS.svg
Costa Rica,1,4,51,2,2,0,0,5,3,1,0,1,0,1,0,0,blue,0,0,0,0,0,0,0,0,0,0,blue,blue,AD.svg
Ecuador,2,3,284,8,2,0,0,3,3,1,0,1,1,0,0,0,gold,0,0,0,0,0,0,0,0,0,0,gold,red,AI.svg
El Salvador,1,4,21,5,2,0,0,3,2,0,0,1,0,1,0,0,blue,0,0,0,0,0,0,0,0,0,0,blue,blue,AQ.svg
Guatemala,1,4,109,8,2,0,3,0,2,0,0,1,0,1,0,0,blue,0,0,0,0,0,0,0,0,0,0,blue,blue,AG.svg
Paraguay,2,3,407,3,2,0,0,3,6,1,1,1,1,1,1,0,red,1,0,0,0,1,0,0,1,1,1,red,blue,AT.svg
Peru,2,3,1285,14,2,0,3,0,2,1,0,0,0,1,0,0,red,0,0,0,0,0,0,0,0,0,0,red,red,AZ.svg
Puerto Rico,1,4,9,3,2,0,0,5,3,1,0,1,0,1,0,0,red,0,0,0,0,1,0,1,0,0,0,red,red,BS.svg
Spain,3,4,505,38,2,0,0,3,2,1,0,0,1,0,0,0,red,0,0,0,0,0,0,0,0,0,0,red,red,BH.svg
Uruguay,2,3,178,3,2,0,0,9,3,0,0,1,1,1,0,0,white,0,0,0,1,1,0,0,0,0,0,white,white,BD.svg
France,3,1,547,54,3,0,3,0,3,1,0,1,0,1,0,0,white,0,0,0,0,0,0,0,0,0,0,blue,red,BY.svg
French Guiana,2,4,91,0,3,0,3,0,3,1,0,1,0,1,0,0,white,0,0,0,0,0,0,0,0,0,0,blue,red,BE.svg
Haiti,1,4,28,6,3,0,2,0,2,1,0,0,0,0,1,0,black,0,0,0,0,0,0,0,0,0,0,black,red,BZ.svg
Austria,3,1,84,8.86,4,0,0,3,2,1,0,0,0,1,0,0,red,0,0,0,0,0,0,0,0,0,0,red,red,BM.svg
Liechtenstein,3,1,0,0,4,0,0,2,3,1,0,1,1,0,0,0,red,0,0,0,0,0,0,0,1,0,0,blue,red,BT.svg
Luxembourg,3,1,3,0,4,0,0,3,3,1,0,1,0,1,0,0,red,0,0,0,0,0,0,0,0,0,0,red,blue,BO.svg
Andorra,3,1,0,0.08,6,0,3,0,3,1,0,1,1,0,0,0,gold,0,0,0,0,0,0,0,0,0,0,blue,red,BA.svg
Cape-Verde-Islands,4,4,4,0,6,0,1,2,5,1,1,0,1,0,1,1,gold,0,0,0,0,1,0,0,0,1,0,red,green,IO.svg
Italy,3,1,301,57,6,0,3,0,3,1,1,0,0,1,0,0,white,0,0,0,0,0,0,0,0,0,0,green,red,VG.svg
Portugal,3,4,92,10,6,0,0,0,5,1,1,1,1,1,0,0,red,1,0,0,0,0,0,0,1,0,0,green,red,BN.svg
San Marino,3,1,0,0,6,0,0,2,2,0,0,1,0,1,0,0,white,0,0,0,0,0,0,0,0,0,0,white,blue,BG.svg
Malta,3,1,0,0,10,0,2,0,3,1,0,0,0,1,1,0,red,0,1,0,0,0,0,0,1,0,0,white,red,CV.svg
Aruba,,,,0.1,,0,0,2,4,1,0,1,0,1,0,0,blue,0,0,0,0,1,0,0,0,0,0,red,blue,CM.svg
British Indian Ocean Territory,,,,0.003,,0,0,7,5,1,1,1,1,1,0,0,blue,0,2,2,1,0,0,0,1,1,0,red,white,CA.svg
Cabo Verde,,,,0.54,,0,0,5,4,1,0,1,1,1,0,0,blue,0,0,0,0,10,0,0,0,0,0,blue,blue,CV.svg
Croatia,,,,4.08,,0,0,3,3,1,0,1,0,1,0,0,red,0,0,0,0,0,0,0,1,0,0,red,blue,KY.svg
Curaçao,,,,0.16,,0,0,1,3,0,0,1,1,1,0,0,blue,0,0,0,0,2,0,0,0,0,0,blue,blue,CF.svg
Democratic Republic of the Congo,,,,84.07,,0,0,0,3,1,0,1,1,0,0,0,blue,0,0,0,0,1,0,0,0,0,0,blue,blue,TD.svg
French Polynesia,,,,0.3,,0,0,3,4,1,0,1,1,1,0,0,red,0,0,0,0,0,0,0,1,0,0,red,red,CN.svg
Georgia,,,,3.72,,0,0,0,2,1,0,0,0,1,0,0,white,0,5,0,4,0,0,0,0,0,0,white,white,CX.svg
New Caledonia,,,,0.28,,0,0,3,5,1,1,1,1,0,1,0,blue,1,0,0,0,0,0,0,1,0,0,blue,green,KM.svg
Northern Mariana Islands,,,,0.057,,0,0,0,5,1,0,1,0,1,0,1,blue,0,0,0,0,1,0,0,1,0,0,blue,blue,CG.svg
Slovakia,,,,5.45,,0,0,3,3,1,0,1,0,1,0,0,white,0,0,0,0,0,0,0,1,0,0,white,red,CK.svg
Slovenia,,,,2.08,,0,0,3,4,1,0,1,1,1,0,0,white,0,0,0,0,3,0,0,1,0,0,white,red,CR.svg
Timor-Leste,,,,1.27,,0,0,0,4,1,0,0,1,1,1,0,red,0,0,0,0,1,0,2,0,0,0,red,red,CI.svg
